Date,element_id,average,Close,polarity25,polarity24,polarity23,polarity22,polarity21,polarity20,polarity19,polarity18,polarity17,polarity16,polarity15,polarity14,polarity13,polarity12,polarity11,polarity10,polarity9,polarity8,polarity7,polarity6,polarity5,polarity4,polarity3,polarity2,polarity1
9/5/08,20,-0.100536222,1104.48999,0.459619408,-0.159752413,0.021821789,-0.204124145,0.25,-0.341768278,-0.181901719,0,-0.335410197,-0.05,-0.56694671,0,0.204124145,0.120604538,-0.283473355,0,-0.074620251,0.090453403,-0.306186218,0,0,-0.302371578,-0.377629669,0,-0.475844304
9/8/08,21,-0.10135256,1115.709961,0,-0.204124145,-0.240562612,-0.227172056,0,0,0,-0.334076552,0,0.123743687,-0.180277564,0.057735027,0.017194886,0,-0.05547002,-0.5,0.244948974,0,-0.312410602,-0.283473355,0.334076552,-0.633333333,-0.075377836,-0.083333333,-0.181901719
9/9/08,22,-0.023679935,1118.310059,0,0.205548048,-0.187082869,-0.04,0.150755672,0,0.0375,-0.144337567,-0.144337567,-0.359742767,-0.316227766,-0.303108891,-0.066666667,0.1379897,0.844483377,-0.265165043,-0.316227766,0,0,0.0625,0.442718872,0,-0.265165043,0.045226702,-0.110658802
9/10/08,23,-0.074743738,1118.790039,0,-0.242535625,-0.353553391,-0.053033009,0,0,0.288675135,-0.25,0,0.237170825,0,0.266666667,0,0,-0.37123106,0.120348253,-0.213200716,-0.466666667,-0.447213595,-0.268328157,0.244948974,0.226133508,0,-0.428660705,-0.158113883
9/11/08,24,-0.060019467,1122.969971,-0.158113883,0,0,-0.133333333,0.176776695,-0.25,0.302371578,0,-0.037796447,-0.088388348,0.4,-0.5,0.576395821,0,0,-0.244948974,-0.268328157,0,-0.530330086,0,-0.138675049,-0.25,-0.226778684,-0.025080608,-0.104257207
9/12/08,25,-0.048989314,1138.699951,-0.822192192,-0.25,-0.018898224,-0.088388348,0,0,-0.193649167,-0.327326835,-0.072168784,-0.197707357,0.226778684,0,0,0.20647416,0.711188775,-0.166666667,-0.226778684,0.265165043,-0.026064302,0.047245559,-0.158113883,-0.06681531,-0.06681531,0,0
9/15/08,26,-0.120206485,1138.5,0.025,0,-0.583333333,-0.144337567,0.183333333,-0.435710626,-0.278543007,0.032732684,0.407040315,-0.2,-0.510310363,0.138675049,0.333333333,0,-0.169941166,0,0.037796447,0,-0.176776695,-0.374422632,-0.113389342,-0.41576092,-0.230940108,-0.134322813,-0.395284708
9/16/08,27,-0.202457141,1140.449951,-0.166666667,0,0.031426968,-0.603738354,-0.490747729,0,-0.185395406,-0.176776695,-0.474341649,0.103279556,0.094491118,-0.395284708,-0.490990253,0,-0.938194187,0,-0.333333333,-0.782623792,-0.2125,-0.0372678,-0.176776695,-0.141666667,-0.008838835,0.188982237,0.135534369
9/17/08,28,-0.091483852,1145.609985,0,-0.441941738,0,0,0.126491106,0.072168784,-0.25,-0.125,0,0.150755672,0,0,0.319801075,-0.56694671,-0.25,-0.226133508,0.035355339,-0.23752997,0,-0.180906807,-0.141421356,-0.094491118,-0.300520382,-0.176776695,0
9/18/08,29,-0.184566998,1150.23999,-0.15,0.070710678,-0.200445931,-0.24140394,0,0.037796447,-0.166666667,-0.212132034,-0.5820855,-0.274319199,-0.326598632,-0.166666667,0.075377836,-0.666666667,-0.094491118,0.45,-0.158113883,-0.166666667,-0.223606798,0.15,-0.226133508,-0.633173824,-0.194454365,0,-0.714434508
9/19/08,30,-0.147740045,1149.98999,-0.565685425,0,0.244948974,-0.158113883,-0.2,-0.151185789,0.090453403,-0.216506351,-0.180906807,-0.06681531,-0.151185789,-0.316227766,-0.551135192,-0.237170825,-0.1161895,-0.176776695,0.4,-0.407040315,0.069337525,-0.202072594,-0.150755672,0,-0.115470054,-0.376889181,-0.158113883
9/22/08,31,-0.152930001,1150.51001,-0.374422632,0,-0.267261242,-0.441941738,-0.028867513,-0.318198052,-0.433012702,-0.680336051,0,0.344123601,-0.111795282,-0.088388348,0,-0.088388348,-0.166666667,-0.25,-0.377670901,0,-0.183933772,-0.141736677,-0.1940285,0.203920021,0.166666667,-0.391311896,0
9/23/08,32,-0.09936744,1159.459961,-0.265165043,0,-0.176776695,0.163054103,-0.377964473,-0.426907484,0,0.105,0.332820118,-0.226133508,-0.283683257,-0.433012702,0.283473355,0.103279556,-0.3,-0.333333333,0,0,0,0,0.353553391,0,-0.618718434,-0.226778684,-0.156892908
9/24/08,33,-0.208455679,1166.209961,-0.353553391,-0.204124145,-0.302371578,0.072168784,0.057817815,-0.361813613,0,0,0.241209076,-0.089442719,-0.41576092,-0.302371578,-0.268793601,-0.441941738,-0.38890873,-0.283473355,-0.316227766,0.316666667,-0.45,-0.163299316,-0.574736966,-0.488991537,-0.033333333,-0.283333333,-0.176776695
9/25/08,34,-0.060130975,1165.829956,-0.055901699,0.3,0,0.25819889,-0.204124145,-0.31188013,0.326598632,-0.335410197,-0.204124145,-0.166410059,0,0.010910895,-0.226133508,0,0,0,-0.479691741,0,-0.150755672,0,-0.088388348,-0.283473355,0.107310205,0,0
9/26/08,35,-0.122204103,1159.900024,0,-0.150755672,0.035355339,-0.22,0,-0.661437828,0,-0.188982237,0,0.102062073,-0.569209979,0.028867513,-0.530330086,-0.120874996,-0.075377836,-0.4,-0.265165043,0,0,-0.327423094,0.302371578,0,-0.088388348,0.176776695,-0.102590657
9/29/08,36,-0.104463613,1165.810059,0.163299316,-0.102062073,-0.27136021,0.113389342,0,-0.291217603,-0.047434165,0,-0.223606798,0.015075567,-0.113389342,-0.094491118,-0.083333333,0,0.064993368,0.247487373,0,-0.659966329,-0.242240698,0.133630621,-0.368365962,-0.1875,-0.10625,-0.15,-0.40824829
9/30/08,37,-0.039339606,1174.170044,0.530722778,0.25,-0.012909944,0.173205081,0,-0.306186218,0,0.433333333,-0.583333333,0,0,-0.661437828,0.122838454,0.079056942,-0.441941738,-0.075592895,-0.045,-0.306186218,-0.094491118,0.151185789,-0.612372436,-0.080249624,-0.230940108,0.424437344,0.302371578
10/1/08,38,-0.113341822,1167.719971,0,0,-0.166811531,0,-0.345572851,-0.04330127,0.13764944,-0.530330086,-0.661437828,-0.325632252,-0.166666667,-0.085280287,0.047027092,0.178885438,0.126178654,0.01,-0.441941738,0.183333333,-0.265165043,0,-0.323591623,-0.433012702,0,0.360843918,-0.088719555
10/2/08,39,0.030413672,1165.72998,0.294627825,0.030123204,0.244948974,0.151185789,0,-0.011785113,-0.141421356,0,0,0.244948974,0.612372436,0,-0.166666667,0.244948974,-0.090369611,0,0.244948974,-0.045643546,-0.302115332,0.145344419,-0.384900179,-0.223606798,-0.072168784,0.226778684,-0.241209076
10/3/08,40,-0.094910977,1166.589966,-0.1940285,0.0125,0,-0.5,-0.306186218,-0.06882472,0.374165739,0.226778684,-0.102062073,0.040824829,0,-0.181901719,-0.138675049,0,-0.049102519,-0.3375,-0.166666667,0,-0.040824829,0.047140452,-0.129099445,-0.341121146,-0.166410059,-0.351781182,0
10/6/08,41,-0.067872757,1173.219971,0.123743687,0,-0.111803399,-0.283473355,0,-0.401477534,0.283473355,0.301511345,0.102062073,-0.206836288,0.357770876,-0.259807621,0,0,-0.094280904,-0.102062073,0.133333333,-0.002132007,0.110679718,0.094491118,-0.577350269,-0.510310363,-0.459619408,-0.268328157,0.073596937
10/7/08,42,-0.050650598,1173.27002,0.204124145,-0.2,-0.395284708,0,0.282842712,0,-0.287827774,-0.102062073,-0.301511345,0.327165153,-0.406603107,0.075377836,0.106066017,-0.40824829,0.822192192,-0.5,0.199383708,-0.033333333,0,-0.372620657,-0.17354806,0,-0.049029034,-0.141736677,0.088388348
10/8/08,43,-0.143938834,1169.430054,0.159900537,-0.309838668,-0.188982237,-0.56694671,-0.165988202,-0.25,-0.04,-0.333333333,-0.158113883,-0.255155182,-0.1875,-0.264756782,-0.854909098,-0.088388348,-0.098880378,-0.173925271,-0.166666667,0.102062073,0,0.433012702,0,0,0.008528029,0.176410571,-0.375
10/9/08,44,-0.128063386,1178.099976,0,0,-0.134350288,0.166666667,-0.353553391,0,0,0,-0.053452248,-0.707106781,-0.030151134,-0.220103282,-0.357770876,-0.205395959,-0.265165043,-0.078334945,-0.051031036,0,-0.808290377,0.305505046,0.305085108,-0.291666667,-0.482781256,0.038490018,0.021821789
10/10/08,45,-0.085184822,1187.439941,-0.265165043,0,-0.158293456,-0.255155182,0,-0.109108945,-0.083205029,0.14581892,0,-0.09,0.026726124,-0.159099026,0.503115295,-0.306186218,-0.163663418,0.02773501,-0.530330086,-0.265165043,-0.1720618,-0.150755672,-0.044194174,0.283473355,-0.126102381,-0.1375,-0.100503782
10/13/08,46,0.023781225,1189.439941,0.025819889,-0.216506351,-0.061237244,0,-0.111803399,0,0.073029674,0,0.034404878,0,0.241209076,0.19482233,0.053033009,0,-0.223606798,0.06882472,0,0.188982237,-0.204542252,0.516666667,0,-0.377964473,-0.079056942,0.472455591,0
10/14/08,47,-0.008212328,1182.449951,-0.312771621,0,-0.263822427,0,-0.25,-0.156385811,-0.076980036,-0.19245009,-0.013867505,-0.120604538,0.166811531,0.058925565,0.447213595,0.223606798,-0.075377836,0.051031036,0,0.436033256,0.194454365,0.144337567,-0.276699295,0.061237244,0,0,-0.25
10/15/08,48,-0.025404611,1186.439941,0,0,0.171109017,-0.06681531,0.120604538,-0.4,0,-0.434659144,0.466666667,-0.069290233,0,0.04330127,0.519615242,0,-0.441261304,-0.459619408,-0.204124145,-0.037796447,-0.069337525,-0.126491106,-0.306186218,0.565685425,-0.285773803,0.275,0.104257207
10/16/08,49,-0.043597381,1194.369995,-0.094491118,-0.204124145,-0.372800568,-0.612372436,0,0.391964748,-0.193649167,0.379473319,-0.152542554,-0.033071891,-0.094491118,0.110940039,0.255155182,0,0,-0.226133508,-0.109141031,-0.306186218,0.045643546,-0.105528971,0.088388348,-0.088388348,0,0.09,0.141421356
10/17/08,50,-0.086997452,1196.47998,-0.265165043,-0.497493719,-0.306186218,-0.096225045,0.1720618,-0.612372436,-0.173505523,-0.377964473,0.3,0,-0.003922323,-0.1,0.398269214,0,-0.163299316,-0.187638837,0.013333333,-0.14071955,-0.094491118,-0.176776695,-0.125,0.141421356,-0.075377836,0.196116135,0
10/20/08,51,-0.149531475,1197.300049,-0.980306075,0.335410197,0.206559112,-0.244948974,-0.283473355,-0.5125,-0.125092558,0.171635574,-0.18926798,0,-0.075377836,0,0.116666667,-0.356032666,-0.618718434,-0.25,-0.447446459,-0.5,-0.283473355,0,-0.037796447,0,0.106066017,0.176776695,0.053033009
10/21/08,52,-0.081173522,1210.650024,0,0,0,-0.040824829,0.129099445,-0.583333333,-0.263828094,0.06363961,-0.051031036,-0.03,-0.25,-0.333333333,-0.377964473,0.226563625,0.268328157,0,-0.596302711,0,0.204124145,-0.05,-0.666972969,0.285764967,-0.311374051,0.180277564,0.167829278
10/22/08,53,-0.059078813,1211.670044,0.145521375,0.102062073,-0.37123106,-0.188982237,-0.636396103,-0.306186218,-0.424437344,-0.353553391,0.252357307,0.678400525,-0.096446362,0,-0.141736677,-0.051031036,-0.293987366,0,0,0.055901699,-0.373101254,0.126491106,-0.206546097,0,0.25,0.098782916,0.257147817
10/23/08,54,-0.123669154,1192.130005,-0.318198052,0,0,0.17047472,-0.173205081,-0.158113883,-0.102062073,-0.353553391,-0.474341649,-0.283473355,0.303108891,0.032732684,0.282842712,-0.664078309,-0.1875,0,0,-0.472455591,-0.027779188,-0.079056942,-0.452344291,-0.198088693,-0.123743687,0.259807621,-0.072701299
10/24/08,55,-0.135438243,1197.52002,-0.2,-0.188982237,-0.301247407,0,0,-0.51066218,-0.068041382,-0.367227116,0.126491106,0,-0.19245009,-0.075377836,-0.176776695,0.075377836,-0.173505523,0.176504522,-0.40824829,-0.25,-0.422115882,0.299839684,0.583333333,-0.307350428,-0.447721504,-0.557795987,0
10/27/08,56,-0.168271456,1207.170044,0.288675135,-0.580947502,0,0.079056942,-0.406586399,0,-0.377964473,-0.05,-0.151185789,0,0.191880645,-0.40824829,-0.335410197,-0.538815906,0.080829038,0.2,-0.412478956,-0.377964473,-0.530330086,0.070710678,0,-0.161021832,-0.204124145,-0.063245553,-0.519615242
10/28/08,57,-0.097084684,1205.939941,-0.223606798,-0.180906807,-0.447213595,0.2,-0.163299316,0.111803399,0,0.25,0,0,-0.106066017,0.142886902,0.300520382,0.481070235,0,-0.421649691,-0.180739223,-0.226133508,-0.144337567,-0.279508497,-0.283473355,-0.364552688,-0.277350098,-0.313049517,-0.301511345
10/29/08,58,-0.174050538,1208.670044,-0.245676907,0.051031036,-0.259272486,0,-0.158113883,-0.40824829,0,-0.115470054,-1.073312629,0,0.141421356,0.072168784,-0.1,-0.653197265,0.727323862,-0.406586399,0,0,-0.204124145,-0.476976315,-0.244948974,-0.175881618,-0.48507125,-0.1907879,-0.14554038
10/30/08,59,-0.235480953,1217.280029,-0.2125,-0.129099445,0.2,-0.176776695,-0.630893268,-0.653197265,-0.368951216,-0.273973811,-0.069337525,-0.047434165,-0.56694671,-0.233333333,-0.612372436,-0.150755672,-0.85,-0.166666667,0.447213595,0.029462783,-0.119256959,0.133630621,-0.359066249,0,-0.649519053,-0.54272042,0.115470054
10/31/08,60,-0.205461567,1212.050049,-0.959383483,-0.151185789,0.151185789,-0.176776695,-0.790569415,-0.5,0.266666667,0,0.346410162,-0.194454365,0.3,0.094491118,-0.178885438,-0.031622777,-0.04547543,-0.283473355,-0.490153037,-0.559016994,-0.150755672,0.144337567,0,-1.096015511,-0.729800449,0,-0.102062073
11/3/08,61,-0.124316158,1183.709961,0.0625,-0.035355339,-0.333333333,0.326598632,0.188982237,0,-0.237170825,0,-0.088388348,-0.208012574,-0.542115199,-0.188982237,-0.057735027,-0.282901632,-0.260643018,-0.049029034,-0.470302254,-0.055,0,-0.429892652,-0.187638837,0.214946326,-0.361930831,-0.1125,0
11/4/08,62,-0.089084822,1191.359985,0,0.176776695,0.120604538,-0.441941738,-0.361044037,-0.176776695,0.033333333,-0.070710678,-0.173505523,-0.119717386,0.031200727,-0.418258152,0.176776695,-0.5,0,0,-0.259807621,0.212132034,-0.097072534,-0.472455591,0,-0.377964473,-0.064549722,0.198088693,0.357770876
11/5/08,63,-0.100370169,1206.780029,-0.75,-0.265165043,0,-0.40824829,-0.156385811,-0.0464758,-0.283473355,0,-0.202509473,0.2,-0.111803399,0.249615088,0.344123601,0,0.193914514,-0.395284708,-0.21821789,0,-0.533333333,0,-0.02773501,0.003031695,0.015075567,0.237170825,-0.353553391
11/6/08,64,-0.14087237,1186.689941,0,0.035355339,0.176776695,0,-0.223606798,-0.316227766,-0.661437828,0.2,0,-0.316227766,-0.303169531,0.105847549,-0.326598632,-0.1622678,-0.176776695,-0.228217732,-0.444108256,0,-0.103279556,-0.406586399,0.173445477,0,0.06000992,-0.316227766,-0.288511706
11/7/08,65,-0.089785083,1202.26001,-0.123743687,-0.24001518,-0.618718434,-0.490153037,-0.489897949,0.115470054,0.326598632,0,-0.126491106,0.120604538,-0.151185789,-0.094491118,-0.265165043,-0.111803399,-0.300030133,-0.04330127,0,-0.284604989,0,-0.133630621,0.406603107,-0.303108891,0.226778684,0.335658557,0
11/10/08,66,-0.089804877,1173.599976,0.061237244,-0.25,0,-0.265165043,0.19181531,0,-0.125,0,-0.226133508,0,0,-0.083333333,-0.204124145,0.030151134,0.030316953,-0.423475272,-0.176776695,-1.24E-17,-0.474341649,0.064549722,0.054554473,0.25,-0.466666667,-0.117260394,-0.115470054
11/11/08,67,-0.176577425,1165.869995,-0.606339063,-0.467560573,-0.041602515,0.36784384,-0.625,-0.409082491,0.266666667,0,-0.387298335,-0.0875,-0.335410197,-0.223606798,0.265165043,-0.180277564,0,-0.265165043,-0.433012702,-0.327423094,-0.208012574,0.223606798,-0.188982237,-0.527644853,-0.223799929,0,0
11/12/08,68,-0.162149877,1128.150024,0,-0.38890873,0.053300179,-0.125,0.205220943,-0.603022689,0.051031036,-0.477297077,-0.083333333,-0.79385662,0,0.062554324,-0.040089186,-0.223606798,-0.346687623,0.510252039,-0.529150262,0.244948974,-0.329983165,0.212132034,-0.681516167,-0.144337567,-0.072168784,-0.353553391,-0.200675073
11/13/08,69,-0.08007544,1110.880005,-0.158113883,0.162641243,0,0,0.088388348,-0.587947122,0.33489752,-0.301776695,0,-0.088252261,0.075377836,0,-0.447213595,-0.775671752,-0.146993683,-0.670820393,-0.451825344,0,-0.076980036,0,-0.013867505,0.126491106,-0.009245003,0.178885438,0.76013979
11/14/08,70,-0.101525477,1159.72998,-0.434659144,0.083333333,-0.396177387,-0.25,0,0,0.072168784,-0.529307724,0,0,-0.301511345,-0.316586912,-0.079056942,-0.31879527,-0.151185789,0,0,-0.102062073,-0.176776695,0.069337525,-0.121243557,0.377964473,0.067082039,-0.130930734,0.100270479
11/17/08,71,-0.095116525,1155.790039,-0.02236068,0,-0.164604594,0,-0.244948974,0.153062302,-0.180906807,0.129099445,-0.5,0,0,-0.113389342,0.144337567,-0.38890873,-0.252982213,0.163299316,-0.204124145,0,-0.188982237,0,0,0,0.098400492,-0.510310363,-0.294594152
11/18/08,72,-0.176644529,1171.670044,-0.141421356,-0.223606798,0,0,-0.452267017,-0.188982237,0.061594861,-0.300049355,-0.284604989,-0.18973666,-0.288675135,0.134164079,-0.301511345,-0.057735027,-0.347439614,0,-0.306186218,0.031622777,-0.510252039,-0.221880078,0.074777854,-0.680336051,-0.028867513,-0.15,-0.04472136
11/19/08,73,0.024067308,1157.439941,-0.333333333,0,0.204124145,0.510252039,-0.083333333,0.302371578,-0.353553391,0,-0.102062073,0.283473355,0.114707867,0,-0.321269802,0.064549722,0,0,0,0.529150262,0.283473355,0,-0.113389342,0.108798535,-0.121633408,-0.18973666,-0.180906807
11/20/08,74,0.009207072,1135.680054,-0.40824829,0.150755672,0,0,-0.4,-0.150755672,-0.333333333,0.424264069,0.151185789,0.204124145,-0.040089186,0,-0.204124145,0.5,0.226133508,0.353553391,0.309055694,-0.200566754,0,-0.045226702,-0.283333333,-0.126491106,0,0.103273049,0
11/21/08,75,-0.141932202,1136.939941,-0.175890591,-0.088388348,0.232379001,-0.083333333,-0.283473355,0,-0.062358306,-0.2,0.035355339,-0.383761289,-0.111803399,0,-0.204124145,-0.060633906,-0.06681531,-0.377964473,-0.636396103,0.054554473,-0.259478901,-0.661437828,0,-0.102062073,0.080295507,0.133630621,-0.326598632
11/24/08,76,-0.178319957,1120.800049,-0.569209979,0.335410197,-0.237170825,-0.795495129,-0.211057941,0,-0.180906807,-0.306186218,-0.259807621,-0.188561808,-0.326598632,-0.20788046,0.226778684,-0.123743687,-0.223606798,-0.583363094,0.025556945,0.081649658,0.104446594,0,-0.12792043,-0.18973666,0,-0.248746859,-0.451848057
11/25/08,77,-0.189228517,1115.050049,-0.265165043,0,-0.188982237,-0.849705831,-0.3,-0.167705098,-0.160356745,-0.23570226,0,-0.624037721,-0.671751442,-0.5,0.226133508,-0.176776695,0,0,-0.346687623,-0.335410197,-0.033333333,0.273861279,-0.246266755,0.014433757,-0.316586912,0.226778684,-0.053452248
11/26/08,78,-0.12354705,1071.589966,-0.316227766,0.111803399,0,-0.335410197,0.353553391,-0.400891863,0.07,-0.110679718,-0.472455591,0.070710678,0.111803399,-0.212132034,-0.452267017,-0.40824829,-0.076980036,0,0,-0.400891863,0,-0.051031036,-0.1375,-0.265165043,-0.166666667,0,0
11/28/08,79,-0.076397492,1087.689941,-0.098058068,0.095032889,-0.088388348,0,-0.510252039,0,-0.237170825,-0.442718872,0,-0.223606798,0.078446454,0,-0.097976263,-0.376050144,0.204124145,-0.268328157,-0.06000992,0.208012574,-0.433012702,0.152027958,0.283473355,0,0,0.163299316,-0.258781846
12/1/08,80,-0.099116534,1073.650024,0.133333333,-0.661437828,0,0.094280904,0.236227796,-0.166410059,0,-0.416666667,-0.447213595,0.02773501,-0.125,-0.088388348,0.208012574,0,0.144337567,-0.252982213,-0.166666667,-0.5,0.3,0.279508497,-0.176776695,-0.35,-0.110940039,0,-0.438866912
12/2/08,81,-0.208418555,1074.030029,-0.122662382,-0.223606798,0.182574186,-0.223606798,-0.335410197,-0.363803438,-0.263822427,0.13764944,-0.207306996,0.02941742,-0.212132034,-0.079056942,0.139704657,0,-0.816164812,-0.692902328,0.098058068,-0.604743157,-0.636396103,-0.241495342,-0.035355339,-0.159752413,-0.314485105,-0.176776695,-0.088388348
12/3/08,82,-0.097982287,1067.949951,0,0.235355339,0,-0.344714556,-0.306186218,0.367423461,0.110940039,-0.128142321,0,-0.297430676,-0.372686932,0,-0.158113883,-0.069772311,-0.316227766,0,-0.166611795,-0.0625,-0.305601811,-0.192935908,-0.625,-0.327423094,0,0.48507125,0.025
12/4/08,83,-0.129116945,1103.060059,-0.160356745,-0.188982237,-0.666666667,0.040824829,0,0.033333333,0.433012702,-0.158113883,0,-0.482418151,0.05,0,-0.206155281,-0.226133508,-0.072168784,-0.176776695,0.141421356,0.188982237,-0.223606798,-0.301511345,-0.167705098,-0.162435077,-0.374335993,0.085042006,-0.633173824
12/5/08,84,-0.124298044,1089.410034,-0.27136021,-0.339871747,0,0.316227766,-0.081649658,0,0.088388348,0.447213595,-0.654073773,-0.502079011,0,-0.060302269,-0.360488426,-0.204124145,-0.057735027,0,-0.283473355,-0.138675049,-0.25,0.035355339,-0.134513316,-0.088388348,-0.452267017,0.06681531,-0.182450112
