element_id,Date,polarity1,polarity2,polarity3,polarity5
51,10/20/08,0.053033009,0.176776695,0.106066017,-0.037796447
52,10/21/08,0.167829278,0.180277564,-0.311374051,-0.666972969
53,10/22/08,0.257147817,0.098782916,0.25,-0.206546097
54,10/23/08,-0.072701299,0.259807621,-0.123743687,-0.452344291
55,10/24/08,0,-0.557795987,-0.447721504,0.583333333
56,10/27/08,-0.519615242,-0.063245553,-0.204124145,0
57,10/28/08,-0.301511345,-0.313049517,-0.277350098,-0.283473355
58,10/29/08,-0.14554038,-0.1907879,-0.48507125,-0.244948974
59,10/30/08,0.115470054,-0.54272042,-0.649519053,-0.359066249
60,10/31/08,-0.102062073,0,-0.729800449,0
61,11/3/08,0,-0.1125,-0.361930831,-0.187638837
62,11/4/08,0.357770876,0.198088693,-0.064549722,0
63,11/5/08,-0.353553391,0.237170825,0.015075567,-0.02773501
64,11/6/08,-0.288511706,-0.316227766,0.06000992,0.173445477
65,11/7/08,0,0.335658557,0.226778684,0.406603107
66,11/10/08,-0.115470054,-0.117260394,-0.466666667,0.054554473
67,11/11/08,0,0,-0.223799929,-0.188982237
68,11/12/08,-0.200675073,-0.353553391,-0.072168784,-0.681516167
69,11/13/08,0.76013979,0.178885438,-0.009245003,-0.013867505
70,11/14/08,0.100270479,-0.130930734,0.067082039,-0.121243557
71,11/17/08,-0.294594152,-0.510310363,0.098400492,0
72,11/18/08,-0.04472136,-0.15,-0.028867513,0.074777854
73,11/19/08,-0.180906807,-0.18973666,-0.121633408,-0.113389342
74,11/20/08,0,0.103273049,0,-0.283333333
75,11/21/08,-0.326598632,0.133630621,0.080295507,0
76,11/24/08,-0.451848057,-0.248746859,0,-0.12792043
77,11/25/08,-0.053452248,0.226778684,-0.316586912,-0.246266755
78,11/26/08,0,0,-0.166666667,-0.1375
79,11/28/08,-0.258781846,0.163299316,0,0.283473355
80,12/1/08,-0.438866912,0,-0.110940039,-0.176776695
81,12/2/08,-0.088388348,-0.176776695,-0.314485105,-0.035355339
82,12/3/08,0.025,0.48507125,0,-0.625
83,12/4/08,-0.633173824,0.085042006,-0.374335993,-0.167705098
84,12/5/08,-0.182450112,0.06681531,-0.452267017,-0.134513316
85,12/8/08,0,0.020851441,0.125,-0.051031036
86,12/9/08,-0.162987307,-0.381881308,-0.145344419,-0.243684693
87,12/10/08,-0.583333333,-0.39223227,-0.333333333,0.178885438
88,12/11/08,-0.602494813,0,0.260175956,0
89,12/12/08,-0.252817745,-0.25819889,0.237170825,-0.333333333
90,12/15/08,0.357770876,0,-0.06681531,0.302371578
91,12/16/08,-0.200445931,0,-0.075377836,-0.4125
92,12/17/08,0,-0.099556144,-0.346687623,-0.297058001
93,12/18/08,-0.237170825,0.282842712,0.031277162,-0.40824829
94,12/19/08,-0.10323708,-0.121623819,-0.121267813,-0.229809704
95,12/22/08,-0.707106781,-0.213200716,-0.028347335,-0.553398591
96,12/23/08,-0.030316953,-0.349052288,-0.166666667,-0.15485562
97,12/24/08,0,0,-0.11902456,0.394421325
98,12/26/08,-0.176776695,-0.106600358,-0.218282063,0.276289171
99,12/29/08,-0.171283281,0.083333333,-0.150755672,-0.150755672
100,12/30/08,-0.244377646,-0.510252039,0.069635752,-0.25819889
101,12/31/08,-0.237170825,-0.150755672,0.201887478,0.1875
102,1/2/09,-0.266666667,0.204124145,0.266666667,0
103,1/5/09,0,-0.474341649,-0.144337567,0.083333333
104,1/6/09,0,0.173505523,-0.530330086,-0.075377836
105,1/7/09,-0.188982237,-0.111803399,0.221317603,0.083333333
106,1/8/09,0,-0.212132034,-0.331662479,-0.416666667
107,1/9/09,-0.256093446,0.060302269,-0.252982213,0
108,1/12/09,0,0.113389342,0,-0.1
109,1/13/09,0.226778684,-0.089442719,-0.075377836,0.15
110,1/14/09,-0.075377836,-0.440981049,-0.670820393,-0.193333333
111,1/15/09,-0.21711258,0,-0.094337539,-0.412310563
112,1/16/09,-0.395284708,0.231548186,-0.302371578,-0.269843501
113,1/20/09,-0.258092701,-0.416025147,0,-0.333333333
114,1/21/09,0.025125945,0,-0.275888348,-0.239585361
115,1/22/09,0.037730391,-0.353553391,0.075592895,-0.151185789
116,1/23/09,-0.28830792,-0.180739223,-0.263828094,-0.15
117,1/26/09,-0.237170825,0.353553391,0.721707377,-0.244948974
118,1/27/09,-0.059160798,0.015075567,-0.075377836,0.268328157
119,1/28/09,0,-0.191803399,0,0.108848445
120,1/29/09,0,0.031911235,0.133630621,0.282842712
121,1/30/09,-0.167705098,0.053033009,-0.053300179,0.064549722
122,2/2/09,0.093831486,0.017332636,0.265165043,0.288675135
123,2/3/09,0.141126728,-0.321269802,0.4,0.3
124,2/4/09,-0.205548048,-0.443709505,0.306186218,-0.216506351
125,2/5/09,-0.072168784,0.12,-0.930788925,-0.480754615
126,2/6/09,0,0.122472864,-0.188982237,-0.254950976
127,2/9/09,0.094491118,-0.25,-0.14116712,-0.212132034
128,2/10/09,-0.70725408,0,0.121267813,-0.377964473
129,2/11/09,-0.126491106,0,-0.007361207,-0.085721468
130,2/12/09,-0.245145169,0,0,0
131,2/13/09,-0.296988674,-0.412478956,-0.412478956,0
132,2/17/09,0.21821789,-0.490990253,0,-0.389711432
133,2/18/09,-0.21,-0.049029034,-0.223606798,-0.377964473
134,2/19/09,-0.107879465,-0.355594387,-0.283473355,0.265165043
135,2/20/09,-0.363661931,-0.05,-0.396177387,0.094491118
136,2/23/09,0,0,0.374165739,0
137,2/24/09,-0.424264069,-0.55684659,-0.40824829,0.096225045
138,2/25/09,-0.035355339,-0.474341649,0.106066017,0
139,2/26/09,-0.163711547,-0.37438839,0.239850806,-0.097072534
140,2/27/09,-0.17,-0.060633906,0.4625,0.10323708
141,3/2/09,0.019245009,-0.360802677,-0.020810185,-0.755928946
142,3/3/09,-0.094491118,-0.7,-0.186550627,-0.362612872
143,3/4/09,0.505181486,-0.254950976,-0.20647416,-0.472138803
144,3/5/09,0.422115882,-0.137198868,0.162498869,-0.329983165
145,3/6/09,-0.194454365,0,0.333333333,-0.459619408
146,3/9/09,0.015811388,-0.00342501,0.181220609,0.120182883
147,3/10/09,-0.014433757,-0.582435206,-0.2,-0.071443451
148,3/11/09,-0.844231765,0.0625,-0.5,-0.266343554
149,3/12/09,-0.153206469,-0.099151864,-0.294627825,0
150,3/13/09,0.02054636,-0.169030851,0.245676907,0.259807621
151,3/16/09,-0.036084392,0.288230677,-0.129006287,-0.084887469
152,3/17/09,-0.530330086,-0.279478278,-0.3,-0.040324452
153,3/18/09,0,0,-0.094491118,-0.274241378
154,3/19/09,-0.254388365,0,-0.160356745,-0.447213595
155,3/20/09,-0.387298335,0.027277236,0,-0.054660817
156,3/23/09,-0.37,-0.456953847,0.160114723,0.294627825
157,3/24/09,0,-0.341250074,-0.069337525,-0.5
158,3/25/09,-0.268328157,-0.632455532,-0.430443086,-0.632455532
159,3/26/09,0,-0.130930734,-0.242548284,-0.413118224
160,3/27/09,-0.384850575,-0.237170825,0.115470054,0.5
161,3/30/09,0,0.223606798,-0.152628228,-0.29192018
162,3/31/09,-0.156892908,-0.447213595,0.178885438,0.218282063
163,4/1/09,0,-0.134164079,0.15,-0.25389818
164,4/2/09,-0.041602515,-0.224303399,-0.447346675,-0.216506351
165,4/3/09,-0.144337567,0.073979544,-0.144337567,-0.138571742
166,4/6/09,-0.037796447,-0.6,0.163299316,0
167,4/7/09,-0.268328157,-0.07,0,-0.083333333
168,4/8/09,-0.111803399,-0.020412415,0.216666667,0.173205081
169,4/9/09,-0.477297077,-0.317542648,0,-0.157648156
170,4/13/09,0.067082039,0.357770876,-0.166410059,0.054486237
171,4/14/09,0,-0.1,-0.163663418,0
172,4/15/09,0,-0.126491106,0.060302269,-0.200445931
173,4/16/09,-0.224345453,-0.347439614,-0.06681531,-0.25
174,4/17/09,-0.271057599,0.068516016,0.041666667,-0.075
175,4/20/09,0.028867513,0.031277162,0.25,-0.375
176,4/21/09,0.204124145,0.45,0.205403025,-0.088388348
177,4/22/09,0.170651871,0.252223355,0.388290137,-0.288675135
178,4/23/09,-0.28726013,-0.033333333,-0.660922221,0.026064302
179,4/24/09,0.284604989,-0.710046947,-0.106343781,-0.051639778
180,4/27/09,-0.41,0.3,-0.580718914,-0.180906807
181,4/28/09,-0.150755672,-0.411096096,0,-0.484711869
182,4/29/09,-0.200445931,-0.904534034,0.482418151,0
183,4/30/09,-0.282842712,0.188982237,-0.79044778,-0.180906807
184,5/1/09,0.214088298,-0.017496627,-0.554700196,-0.642317234
185,5/4/09,0.2,-0.234608221,-0.307350428,-0.565685425
186,5/5/09,-0.037139068,0.302371578,0.009970828,-0.316227766
187,5/6/09,-0.02773501,0.151185789,-0.226133508,-0.165988202
188,5/7/09,0.120062484,-0.133333333,0.187211316,0.126491106
189,5/8/09,0.129099445,0.278854801,-0.181901719,0.04330127
190,5/11/09,-0.102429115,0.0625,-0.094491118,0.038490018
191,5/12/09,0.009018995,-0.117427184,0,-0.153093109
192,5/13/09,-0.158113883,0.190515869,-0.265165043,-0.497198031
193,5/14/09,-0.353553391,-0.308355339,-0.069337525,0.114707867
194,5/15/09,0.088449171,0.142302495,0.029462783,0
195,5/18/09,0.075377836,0.021552636,0.154037147,0.040089186
196,5/19/09,-0.1940285,-0.151185789,-0.181901719,0.065465367
197,5/20/09,-0.277350098,0.047140452,-0.280323651,0
198,5/21/09,-0.034721132,-0.277350098,0,0.025
199,5/22/09,-0.040824829,-0.3,-0.190065778,-0.001617638
200,5/26/09,-0.219469056,0,-0.075,0
201,5/27/09,0.200445931,0.026726124,-0.396845018,0.195003374
202,5/28/09,-0.18973666,0,0.314092712,0
203,5/29/09,-0.36281485,0.377296887,-0.316227766,-0.301247407
204,6/1/09,-0.145521375,0,0.064549722,-0.170901128
205,6/2/09,0.339549875,0,0.329610159,-0.053452248
206,6/3/09,0,0,-0.055901699,0.060302269
207,6/4/09,-0.163299316,-0.145999279,-0.625969836,-0.102062073
208,6/5/09,-0.1,0.25,-0.166666667,-0.451848057
209,6/8/09,0.166666667,0.035634832,-0.043643578,-0.049029034
210,6/9/09,0,-0.533001791,0,0
211,6/10/09,-0.170332492,-0.221880078,0,-0.37123106
212,6/11/09,-0.133250448,-0.034815531,-0.436033256,0.159900537
213,6/12/09,-0.210488879,0,0.283473355,0.015638581
214,6/15/09,0.46512064,-0.228118396,-0.447446459,-0.357770876
215,6/16/09,0.0625,-0.2,-0.033333333,-0.028867513
216,6/17/09,-0.423390197,-0.182827585,-0.098639392,-0.150755672
217,6/18/09,-0.234578716,-0.316227766,-0.207232745,-0.21821789
218,6/19/09,0,-0.072168784,-0.026726124,0.035412401
219,6/22/09,-0.090453403,0,-0.011470787,-0.234229121
220,6/23/09,-0.227172056,-0.428746463,0.133333333,-0.415741397
221,6/24/09,-0.219469056,-0.072168784,-0.176776695,-0.678400525
222,6/25/09,-0.447213595,-0.06681531,-0.188982237,0.4
223,6/26/09,0,0,-0.120604538,-0.266910152
224,6/29/09,0,-0.120604538,0.023570226,-0.305323867
225,6/30/09,0,-0.360843918,-0.06681531,-0.412478956
226,7/1/09,0,-0.020044593,0.216506351,-0.097072534
227,7/2/09,0,-0.01118034,-0.413767693,-0.166666667
228,7/6/09,-0.04472136,-0.288675135,0.180906807,-0.160356745
229,7/7/09,-0.013031264,-0.129099445,0,-0.143297551
230,7/8/09,-1.237436867,-0.239157089,-0.07275568,-0.245145169
231,7/9/09,0.15,-0.186319872,-0.115470054,0.317542648
232,7/10/09,-0.131575129,-0.163299316,-0.204124145,-0.5
233,7/13/09,-0.118113898,-0.412478956,0,-0.153093109
234,7/14/09,-0.639583333,-0.707106781,-0.200445931,-0.141421356
235,7/15/09,0.404145188,-0.011433239,-0.19641855,-0.183729572
236,7/16/09,-0.193649167,-0.303405558,-0.320246998,0
237,7/17/09,-0.051031036,0,-0.200445931,0
238,7/20/09,-0.529150262,0.048264589,-0.40824829,-0.128563128
239,7/21/09,-0.034668762,0.160356745,0.050082294,-0.530330086
240,7/22/09,-0.012943822,-0.149120227,-0.147297076,0
241,7/23/09,0.02773501,-0.110658802,-0.208514414,0.551135192
242,7/24/09,-0.079056942,-0.188982237,0.052200119,-0.283473355
243,7/27/09,-0.297899436,-0.54272042,-0.180906807,0.191552783
244,7/28/09,-0.120832214,-0.564652334,0.130930734,-0.190940654
245,7/29/09,-0.127231044,-0.163533477,-0.158973898,-0.366134802
246,7/30/09,-0.023112508,-0.689785163,-0.022068654,-0.051135305
247,7/31/09,0.072168784,0.447213595,-0.243825631,-0.478824066
248,8/3/09,0,-0.141421356,0,-0.212132034
249,8/4/09,-0.129903811,0,0.241209076,0.024253563
250,8/5/09,0,-0.315975893,-0.174055432,-0.7375
251,8/6/09,0.004082483,-0.077083333,-0.254950976,-0.234851351
252,8/7/09,-0.816653584,0,-0.5,0.06092718
253,8/10/09,-0.424437344,-0.052390113,0.050232562,0.133630621
254,8/11/09,-0.188982237,0.178885438,-0.133333333,-0.244948974
255,8/12/09,-0.188982237,-0.255155182,0.138675049,-0.019364917
256,8/13/09,-0.155603844,-0.177482393,0,-0.187082869
257,8/14/09,-0.023570226,0,0.206155281,-0.251447423
258,8/17/09,0.15666989,-0.01767767,-0.199172818,-0.287305835
259,8/18/09,-0.048112522,-0.132732684,-0.244807621,0
260,8/19/09,-0.025515518,0.283683257,-0.115470054,-0.102062073
261,8/20/09,-0.073332758,0.028512695,0.223606798,0.193649167
262,8/21/09,-0.193649167,-0.239870866,-0.212132034,0.153370467
263,8/24/09,-0.196211651,-0.325,0.091287093,-0.017213259
264,8/25/09,0.032732684,-0.306186218,-0.274241378,-0.047140452
265,8/26/09,-0.04472136,-0.167705098,0,-0.298237558
266,8/27/09,-0.559016994,-0.231288181,0.144337567,-0.625462792
267,8/28/09,0.111803399,-0.519615242,0.056916786,-0.446361156
268,8/31/09,0,-0.02,-0.223606798,-0.089802651
269,9/1/09,0,-0.212132034,0,-0.191880645
270,9/2/09,-0.417814511,-0.412478956,-0.072168784,-0.102062073
271,9/3/09,-0.3,-0.008980265,0,-0.25820797
272,9/4/09,0.089802651,0.116666667,-0.25,0
273,9/8/09,-0.190065778,-0.782623792,-0.289164536,-0.109782559
274,9/9/09,-0.092847669,0,-0.158113883,-0.490153037
275,9/10/09,-0.246059264,0,-0.122572584,0.138675049
276,9/11/09,-0.113881065,-0.346687623,0.277350098,-0.275834909
277,9/14/09,-0.122805796,0.057353933,0.303863311,0.284368396
278,9/15/09,0.062861856,-0.376889181,-0.070710678,0
279,9/16/09,0.084515425,-0.196638819,-0.245676907,-0.144337567
280,9/17/09,0.048545858,-0.1720618,-0.277835014,-0.240192231
281,9/18/09,-0.020851441,-0.360843918,-0.154776055,-0.223606798
282,9/21/09,-0.085051727,0.096225045,0.001421338,0.009805807
283,9/22/09,0.2,0.219740106,-0.1625,-0.508333333
284,9/23/09,0.452267017,-0.346410162,-0.025724788,0
285,9/24/09,-0.090720048,-0.151651332,-0.70849606,-0.072672209
286,9/25/09,-0.2625,0.385751666,0.16113814,0.523832034
287,9/28/09,-0.075592895,0.106904497,-0.160591014,-0.395284708
288,9/29/09,0.092560553,-0.474341649,-0.429892652,0.23570226
289,9/30/09,-0.14842936,0.331976405,-0.215,0.27136021
290,10/1/09,-0.169183034,0.075894664,0.388290137,-0.0125
291,10/2/09,0.089661198,-0.288675135,0.005074951,0.353553391
292,10/5/09,0.015617376,0.016222142,-0.401477534,-0.592558014
293,10/6/09,-0.633173824,0,-0.665640235,-0.377964473
294,10/7/09,-0.198972275,-0.714434508,0,-0.391311896
295,10/8/09,0.144337567,0,0.122474487,-0.146334841
296,10/9/09,0,-0.145833333,-0.331662479,0.110940039
297,10/12/09,-0.0872678,0,-0.128116291,-0.416619045
298,10/13/09,-0.038729833,-0.125,-0.48507125,-0.300520382
299,10/14/09,0.20625,0,-0.164174104,0.013867505
300,10/15/09,-1.075,-0.029462783,-0.043985121,-0.088388348
301,10/16/09,0,0.23570226,-0.188982237,0
302,10/19/09,-0.091766294,-0.35427583,-0.037262834,-0.259807621
303,10/20/09,-0.015811388,0.091855865,0.298969494,0.117669681
304,10/21/09,0.2,-0.266666667,0.130558242,0.130558242
305,10/22/09,-0.064549722,0.060633906,0.075377836,0.207661121
306,10/23/09,0.133444369,-0.053300179,-0.132582521,0.327165153
307,10/26/09,-0.298939267,-0.167937861,0,-0.463006479
308,10/27/09,-0.101976199,-0.346687623,0.590192364,-0.129636243
309,10/28/09,0.026064302,-0.22453656,0.114373928,0.144972095
310,10/29/09,-0.350799316,-0.279508497,-0.075700424,-0.143147294
311,10/30/09,0.285773803,0.030151134,0.3,-0.288636187
312,11/2/09,-0.25389818,0.294174203,-0.021516574,0
313,11/3/09,-0.133569447,0.129903811,0,0.111803399
314,11/4/09,0,-0.152692115,0.06,-0.265165043
315,11/5/09,-0.047434165,-0.353553391,-0.120604538,-0.19245009
316,11/6/09,-0.417989617,0.072168784,-0.040147753,0.054125004
317,11/9/09,-0.66,-0.182827585,0.021925588,-0.275
318,11/10/09,0.082495791,-0.144190191,0.271068738,-0.083486109
319,11/11/09,0.020851441,-0.271906716,-0.092701498,0.111417203
320,11/12/09,0,-0.180812499,0.037796447,0
321,11/13/09,0.04477215,-0.084515425,0.3,0.127131886
322,11/16/09,-0.188982237,-0.288675135,-0.2875,-0.319504825
323,11/17/09,0.5,0,-0.188982237,0.316392425
324,11/18/09,-0.096225045,-0.15,0,-0.0125
325,11/19/09,0.115470054,0,0,-0.158113883
326,11/20/09,-0.280273826,0.05547002,-0.058925565,-0.200445931
327,11/23/09,-6.25E-05,0.03441236,-0.176776695,0
328,11/24/09,0.2875,-0.189375511,-0.2,0
329,11/25/09,0.343120995,-0.098141435,-0.083333333,-0.045226702
330,11/27/09,-0.0191157,-0.5,-0.4625,0.237170825
331,11/30/09,-0.089487507,-0.869318288,-0.244948974,0
332,12/1/09,-0.850420064,0.141421356,0.082495791,0
333,12/2/09,-0.117502418,0.063960215,-0.5,-0.268931812
334,12/3/09,0,-0.071807417,-0.412478956,-0.036693876
335,12/4/09,0,0.512569286,-0.275,-0.169774938
336,12/7/09,0,-0.013736359,-0.041702883,-0.256284643
337,12/8/09,-0.051961524,-0.67909975,0,-0.191880645
338,12/9/09,-0.449522834,-0.009622504,-0.025,0.343132627
339,12/10/09,0.188561808,-0.51970115,-0.301869177,0
340,12/11/09,-0.103333333,-0.134164079,-0.332039154,-0.395284708
341,12/14/09,-0.080295507,-0.494974747,0.005,0.249615088
342,12/15/09,-0.245967478,0.458393935,-0.24968491,-0.268328157
343,12/16/09,-0.0625,-0.440981049,0.173205081,-0.316227766
344,12/17/09,-0.0124226,-0.104938433,-0.668153105,0
345,12/18/09,0,-0.009284767,0.079056942,-0.223606798
346,12/21/09,-0.109544512,0.139262125,0.026726124,-0.266666667
347,12/22/09,-0.125,-0.060133779,-0.150755672,-0.169605531
348,12/23/09,-0.193917938,-0.086665791,-0.079056942,-0.142886902
349,12/24/09,0,-0.374165739,-0.0375,0.23152309
350,12/28/09,0.114682928,0.223917147,0.20788046,0.178016333
351,12/29/09,0.022592403,0,0,0
352,12/30/09,-0.204124145,0,-0.1875,-0.377964473
353,12/31/09,0.120604538,-0.047245559,-0.1940285,-0.307812367
354,1/4/10,-0.094491118,0,-0.418454498,-0.075
355,1/5/10,0.017650452,-0.051639778,0.072168784,-0.259850575
356,1/6/10,-0.202510729,-0.133381873,0.391207015,-0.041099747
357,1/7/10,-0.15,0.44907312,-0.063620113,0.088252261
358,1/8/10,0.03,0.2125,-0.052128604,-0.062776418
359,1/11/10,-0.211695099,0.540611959,-0.12344268,-0.424852916
360,1/12/10,-0.112662245,-0.066666667,-0.05327056,-0.309838668
361,1/13/10,0.066666667,-0.45,-0.1875,0
362,1/14/10,-0.338061702,-0.147111257,0.102062073,0.03441236
363,1/15/10,-0.265165043,-0.5,0.045664418,0.111803399
364,1/19/10,-0.18973666,0.213200716,-0.52463139,0.052174919
365,1/20/10,0.604743157,0.074620251,0,0.01118034
366,1/21/10,0.0625,0.075406532,0.115470054,-0.804984472
367,1/22/10,0.353553391,-0.689756992,-0.191666667,-0.039223227
368,1/25/10,0,-0.319028997,-0.216506351,-0.009660569
369,1/26/10,-0.296100965,0.158113883,-0.25,0.097699427
370,1/27/10,0.094877741,0,0.353553391,-0.182123199
371,1/28/10,-0.151633901,0,-0.347011047,-0.204124145
372,1/29/10,-0.06681531,-0.129099445,-0.128623939,0.193649167
373,2/1/10,-0.204124145,0,-0.335875721,0.088388348
374,2/2/10,0.03354102,0.06681531,0.757836172,-0.585844933
375,2/3/10,-0.45,0.249615088,-0.152606741,-0.173925271
376,2/4/10,-0.033333333,-0.236227796,-0.252982213,0.030012252
377,2/5/10,0.106600358,0.150934588,0.215526362,-0.032274861
378,2/8/10,-0.048112522,-0.202540681,-0.06348992,0.244948974
379,2/9/10,-0.027386128,-0.102168784,-0.335773588,-0.144337567
380,2/10/10,-0.460817688,-0.088388348,0.516666667,-0.668503217
381,2/11/10,-0.147087101,0.048112522,0,-0.357770876
382,2/12/10,-0.353553391,0.097964949,0.040330816,-0.29192018
383,2/16/10,-0.22855613,0,-0.54272042,-0.318198052
384,2/17/10,-0.237170825,0.188922217,-0.426401433,0.019658927
385,2/18/10,0,-0.091855865,-0.126491106,0.447213595
386,2/19/10,0.346410162,-0.338786292,-0.091666667,-0.265165043
387,2/22/10,-0.144337567,-0.284018779,0.25819889,-0.047434165
388,2/23/10,-0.375023685,0.404121211,-0.371666667,0.229365855
389,2/24/10,-0.122983739,0,-0.06681531,-0.283473355
390,2/25/10,0,0.111803399,0.09701425,-0.188982237
391,2/26/10,0,0.11108785,-0.144337567,-0.204124145
392,3/1/10,-0.242613351,0,-0.116726053,-0.400891863
393,3/2/10,0.63278485,0.083405766,-0.471404521,-0.296928723
394,3/3/10,0.095940322,-0.151185789,0.245967478,0.252982213
395,3/4/10,0.180906807,0.126491106,0,0.146059349
396,3/5/10,-0.208012574,0.306186218,-0.306186218,0.021320072
397,3/8/10,0,-0.423043463,-0.265165043,-0.166666667
398,3/9/10,0.01118034,0.114049141,0,0.416025147
399,3/10/10,-0.080772594,0.089442719,0.449043428,-0.150755672
400,3/11/10,-0.400320385,-0.204124145,-0.218530734,-0.240039679
401,3/12/10,0.05,0.047245559,0.079056942,0.141841629
402,3/15/10,-0.5,-0.519615242,0,0
403,3/16/10,0.165409255,0,-0.029176746,-0.259272486
404,3/17/10,0.205921942,0.018973666,-0.138580466,-0.286435777
405,3/18/10,-0.773900624,0,0.056971029,-0.601337794
406,3/19/10,-0.016366342,0.18973666,-0.133630621,-0.158113883
407,3/22/10,0,-0.187464111,-0.134164079,0
408,3/23/10,0.205221712,-0.16,-0.240266686,0.115470054
409,3/24/10,-0.102132436,-0.208012574,-0.539641766,0.052540442
410,3/25/10,0.026561123,-0.424437344,0.387298335,-0.058925565
411,3/26/10,-0.513097682,-0.50779636,0.091766294,-0.088388348
412,3/29/10,-0.268328157,0.093704257,0,0.072760688
413,3/30/10,0,0.152226145,0.026200141,-0.038729833
414,3/31/10,0.379473319,-0.072672209,-0.167705098,-0.301511345
415,4/1/10,-0.209960314,0.324759526,0.138675049,-0.032041806
416,4/5/10,0,-0.306186218,-0.025515518,0.141421356
417,4/6/10,-0.071443451,-0.223606798,0.060633906,-0.479583152
418,4/7/10,-0.518185821,-0.377964473,0.020851441,-0.033968371
419,4/8/10,0,0.102062073,-0.02773501,-0.407040315
420,4/9/10,-0.258092701,0,-0.138675049,0.453557368
421,4/12/10,0.057353933,0.055901699,0.034567131,-0.13764944
422,4/13/10,-0.265165043,-0.199046641,-0.378294104,0.142886902
423,4/14/10,-0.4,-0.033333333,0.22,-0.316691382
424,4/15/10,-0.24754368,-0.187638837,-0.068599434,-0.133333333
425,4/16/10,-0.094491118,0,-0.215812419,0
426,4/19/10,-0.176776695,0.125,0.07,-0.133333333
427,4/20/10,-0.041666667,0.401766499,-0.216506351,0.062554324
428,4/21/10,0,-0.275567596,-0.663403472,0.025
429,4/22/10,0,-0.153093109,0.042874646,-0.091666667
430,4/23/10,-0.09317742,0.173505523,-0.229415734,-0.213200716
431,4/26/10,-0.116362957,-0.226778684,-0.714434508,0
432,4/27/10,0,0,0.282842712,-0.11785113
433,4/28/10,0,0.227683992,-0.293987366,-0.1
434,4/29/10,0.0625,0,-0.588348405,-0.363973783
435,4/30/10,-0.051031036,-0.245288945,0.100760902,0.055708601
436,5/3/10,-0.25,-0.282989988,-0.252982213,-0.008838835
437,5/4/10,0.133630621,0,-0.188982237,0
