text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"I love #BetTrader. You can get a Free Trial For #Betfair At https://t.co/WOz2RkUe7L.

Just published: Bitcoin, S&amp;P5… https://t.co/VQlTq9NQUJ",FALSE,0,NA,2020-02-13T05:54:29Z,TRUE,NA,1227833401853566976,NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",CarlyleFX,0,FALSE,FALSE,NA,NA
"@anilvohra69 Damn, these people sound like they've worked in the CFO offices of S&amp;P500 companies.  It's called ""big… https://t.co/nLrxrfEPMY",FALSE,1,anilvohra69,2020-02-13T05:15:32Z,TRUE,1227819227228192768,1227823600314593280,318666070,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IMOKUSUK,0,FALSE,FALSE,NA,NA
"❤️❤️❤️VALENTINE’S PROMO❤️❤️❤️
⠀⠀⠀ ⠀
🥰 SINGLE : P2,200 - 3 MONTHS
(1 Person)
😘😍 COUPLE : P3,800 - 3 MONTHS
(2 Person… https://t.co/iZ1dVBQQKP",FALSE,0,NA,2020-02-13T05:15:00Z,TRUE,NA,1227823465320927232,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",PoundTrece,0,FALSE,FALSE,NA,NA
"OIL in free Fall - far below $60
——
OIL price continue the drop since 2020 started, lost correlation with S&amp;P500; (… https://t.co/VzbD4SIW58",FALSE,2,NA,2020-02-13T05:13:12Z,TRUE,NA,1227823012210036736,NA,"<a href=""https://flote.app"" rel=""nofollow"">Flote.app</a>",astrology_stock,0,FALSE,FALSE,NA,NA
"Last? S&amp;P500 ATH?
——
Are you ready for this?  S&amp;P500 last days to ATH I've indicated to members that are subscribed… https://t.co/bLxtztKV0K",FALSE,4,NA,2020-02-13T04:58:17Z,TRUE,NA,1227819257594966017,NA,"<a href=""https://flote.app"" rel=""nofollow"">Flote.app</a>",astrology_stock,0,FALSE,FALSE,NA,NA
"RT @enlundm: 🇺🇸🌭🧢 Who actually won the Iowa caucus?

The S&amp;P500! $spy https://t.co/hNbNq8nKJ9",FALSE,0,NA,2020-02-13T04:41:23Z,FALSE,NA,1227815006412181505,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rorotrader,8,TRUE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/EUaZKz5Sh6",FALSE,0,NA,2020-02-13T03:47:20Z,FALSE,NA,1227801404242309120,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",CrazyWorldOfCr1,0,FALSE,FALSE,NA,NA
"Reids Shortbread - P500 
Kirkland Almonds - P950
Reese’s Peanut Butter Cups - P150 https://t.co/GxROh2Z4oJ",FALSE,2,TitaPogi,2020-02-13T03:22:54Z,FALSE,1227794647906275331,1227795254582992898,4514221454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitaPogi,0,FALSE,FALSE,NA,NA
@colby__donovan @TaylorChaseFL You didn't read what I tweeted. If you monthly DCAd what I'd put into individual sto… https://t.co/6wJ9ylw512,FALSE,0,colby__donovan,2020-02-13T03:22:47Z,TRUE,1227794340795342849,1227795224614834182,4418568675,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ThomasGoldkamp,0,FALSE,FALSE,NA,NA
“Think of the basic intellectual dishonesty when you start talking about adjusted EBITDA. You’re almost announcing… https://t.co/VcWe2zM2Ls,FALSE,3,NA,2020-02-13T03:13:30Z,TRUE,NA,1227792886852272128,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ptolemy_3,0,FALSE,FALSE,NA,NA
"RT @CalebBurdett18: 🚨More Stock Market Records🚨

Dow closed at a record high of 29,551
S&amp;P500 closed at a record high of 3,378
Nasdaq close…",FALSE,0,NA,2020-02-13T03:04:55Z,FALSE,NA,1227790726328659972,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",storm_paglia,1,TRUE,FALSE,NA,NA
"$AMZN $SPY 

...(continued presentation)

So we covered: 

The FED and REPOs
Liquidity and Breadth
And chart For S&amp;… https://t.co/HoJGzj6GnM",FALSE,0,NA,2020-02-13T03:04:41Z,TRUE,NA,1227790670594748416,NA,"<a href=""https://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",Banana3Stocks,0,FALSE,FALSE,NA,NA
"$AMZN $SPY 

...(continued presentation)

...so in the opening monologue I discussed the FED, REPOs, and liquidity,… https://t.co/DUk1FSYpHz",FALSE,0,NA,2020-02-13T02:53:28Z,TRUE,NA,1227787846913789958,NA,"<a href=""https://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>",Banana3Stocks,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/WqSUeKIi9G https://t.co/tvDZx1qwV4",FALSE,0,NA,2020-02-13T02:52:24Z,FALSE,NA,1227787578260303872,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",crypto_renegade,0,FALSE,FALSE,NA,NA
"RT @MikeMcKerr_TDA: @neelkashkari @BobBrinker I'd agree. Sure, easy Fed policy supports lending/spending, but idea that b/s expansion drive…",FALSE,0,NA,2020-02-13T02:36:42Z,FALSE,NA,1227783625980235776,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WallStreetBean,2,TRUE,FALSE,NA,NA
@ScissorhandsOKC Open that man an IRA and buy him an S&amp;P500 index fund.,FALSE,1,ScissorhandsOKC,2020-02-13T02:31:16Z,FALSE,1227627278168993792,1227782257802346501,177195677,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Matteson4,0,FALSE,FALSE,NA,NA
@AugustusPember3 Australian economy is linked to China but the ASX market shadows the S&amp;P500. It is utterly ridicul… https://t.co/XF7yw6wjvL,FALSE,1,AugustusPember3,2020-02-13T01:50:56Z,TRUE,1227770497984847873,1227772111705427968,1221232087480430592,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",StockMktUpdate,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years
https://t.co/efSKJfzN8L
#BTC, #Regulation, #Blockchain, #Business",FALSE,0,NA,2020-02-13T01:38:02Z,FALSE,NA,1227768863359676416,NA,"<a href=""https://www.rhollc.com"" rel=""nofollow"">bFol00</a>",___jaws____,0,FALSE,FALSE,NA,NA
"RT @SPGMarketIntel: This month's ESG InFocus covers Climate Risk Research, which shows that 60% of S&amp;P500 companies, with market cap of $18…",FALSE,0,NA,2020-02-13T01:24:09Z,FALSE,NA,1227765371463139330,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheLytingGroup,1,TRUE,FALSE,NA,NA
The S&amp;P 500 is ubiquitous. Ever wonder how it works? #S&amp;P500 https://t.co/Ds7yE4QJ3R,FALSE,0,NA,2020-02-13T01:15:00Z,FALSE,NA,1227763067024486400,NA,"<a href=""https://secure.fmgsuite.com"" rel=""nofollow"">FMG Social</a>",cabotwealthmgmt,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/38CJcWkW4v https://t.co/Q3lUCYqEKr",FALSE,0,NA,2020-02-13T01:14:29Z,FALSE,NA,1227762938053824513,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",ethersnews,0,FALSE,FALSE,NA,NA
RT @Schuldensuehner: World about to learn if $1tn tech rally was a good idea: Tech stocks have rallied twice as fast as the S&amp;P500 since 20…,FALSE,0,NA,2020-02-13T01:02:11Z,FALSE,NA,1227759841260851200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NickHuish,54,TRUE,FALSE,NA,NA
📉The news of a large negative #covid19 data revision by Hubei has surprised the market. Next month S&amp;P500 E-Mini Fu… https://t.co/3TIWwgVel3,FALSE,0,NA,2020-02-13T00:49:55Z,TRUE,NA,1227756753795928067,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nard_info,0,FALSE,FALSE,NA,NA
RT @Market_Screener: Wall St. hits record highs as virus fears ease #Samp;P500 #economy #MarketScreener https://t.co/cC9rjF0Ikb https://t.c…,FALSE,0,NA,2020-02-13T00:49:19Z,FALSE,NA,1227756602167455744,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",drnewbold,2,TRUE,FALSE,NA,NA
@dollarsanddata Some thoughts: Ebola isn't a good example because it wasn't a pandemic. Because of its high case-fa… https://t.co/xPC7KDseoz,FALSE,0,dollarsanddata,2020-02-13T00:43:12Z,TRUE,1227220214921732096,1227755062325321729,814964403284115457,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",moderategrowth,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/sy4o9Ou6RQ https://t.co/meVQbAUkSU",FALSE,0,NA,2020-02-13T00:38:07Z,FALSE,NA,1227753785461788675,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",BitcoinFNews,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/S7wlEt2a6k 📈 Crypto Cashflow… https://t.co/2965IFv2sU",FALSE,0,NA,2020-02-13T00:36:04Z,TRUE,NA,1227753266886270976,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",CryptoTraderPro,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years - https://t.co/5T5bP8U97K https://t.co/ndXA9DDvMv",FALSE,0,NA,2020-02-13T00:35:20Z,FALSE,NA,1227753082961793025,NA,"<a href=""http://Bitlyfool.com"" rel=""nofollow"">BitlyFool</a>",bitlyfool,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/PIYvDMBVF3",FALSE,0,NA,2020-02-13T00:30:21Z,FALSE,NA,1227751830748139521,NA,"<a href=""https://gigabitcoin.xyz"" rel=""nofollow"">GigaBitcoin.xyz</a>",GigaBitcoin,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/arYaAUE6BA",FALSE,0,NA,2020-02-13T00:30:20Z,FALSE,NA,1227751824326889472,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",1bitcoindaily,0,FALSE,FALSE,NA,NA
"@xhildinho @DiMartinoBooth Oh stop, S&amp;P500 gets too excited!",FALSE,0,xhildinho,2020-02-13T00:16:42Z,FALSE,1227741725122269186,1227748393180635143,1117392783072010240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Janne_Kujala,0,FALSE,FALSE,NA,NA
"#Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years - Bitcoinist: #Bitcoin, S&amp;P500, Treasury… https://t.co/gcFIZZSPud",FALSE,0,NA,2020-02-13T00:16:10Z,TRUE,NA,1227748259642241027,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",SaeedBaygi,0,FALSE,FALSE,NA,NA
RT @Market_Screener: Wall St. hits record highs as virus fears ease #Samp;P500 #economy #MarketScreener https://t.co/cC9rjF0Ikb https://t.c…,FALSE,0,NA,2020-02-13T00:04:22Z,FALSE,NA,1227745292054859777,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NassifAlean,2,TRUE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/GFYM17kZt5 https://t.co/C8FKmuSDEa",FALSE,1,NA,2020-02-13T00:04:12Z,FALSE,NA,1227745248245354496,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",CammyAmster,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years - Bitcoinist
https://t.co/tdvT1tZHH1",FALSE,0,NA,2020-02-13T00:00:03Z,FALSE,NA,1227744203515551745,NA,"<a href=""https://desktrading.com"" rel=""nofollow"">DeskTrading News</a>",desktrading,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/WdL5HkoBzm #bitcoin https://t.co/y4YGfEkJvs",FALSE,0,NA,2020-02-12T23:57:14Z,FALSE,NA,1227743496787898370,NA,"<a href=""https://thebitcoinstreetjournal.com"" rel=""nofollow"">BSJJournal</a>",BTCstJournal,0,FALSE,FALSE,NA,NA
Wall St. hits record highs as virus fears ease #Samp;P500 #economy #MarketScreener https://t.co/cC9rjF0Ikb https://t.co/0EmgxvNdyP,FALSE,0,NA,2020-02-12T23:54:05Z,FALSE,NA,1227742704035123200,NA,"<a href=""http://test.zonebourse.com"" rel=""nofollow"">Zonebourse Communauté</a>",Market_Screener,2,FALSE,FALSE,NA,NA
"🚨More Stock Market Records🚨

Dow closed at a record high of 29,551
S&amp;P500 closed at a record high of 3,378
Nasdaq c… https://t.co/jJ4zMP9Tlf",FALSE,3,NA,2020-02-12T23:52:41Z,TRUE,NA,1227742351919140865,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CalebBurdett18,1,FALSE,FALSE,NA,NA
@prrobbins The up and down in the market doesn’t bother me. Markets have to inhale and exhale. I invest whenever I… https://t.co/vbDlXOUi6P,FALSE,1,prrobbins,2020-02-12T23:50:31Z,TRUE,1227575565575708673,1227741804864380929,18427624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SwingTrdr,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/vcQmBaCV3S https://t.co/MteicC173K",FALSE,0,NA,2020-02-12T23:49:53Z,FALSE,NA,1227741646969638912,NA,"<a href=""https://bitcoinbrunch.com"" rel=""nofollow"">Bitcoin Brunch</a>",bitcoinbrunch,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/ZVnWAEy5Mu 🙋Crypto Cashflow… https://t.co/LFEeD4fIsu",FALSE,0,NA,2020-02-12T23:48:34Z,TRUE,NA,1227741314432655362,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",CryptoTraderPro,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/P91aCsE8Wo",FALSE,0,NA,2020-02-12T23:48:33Z,FALSE,NA,1227741309127008259,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I_Will_Win_85,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/fPQ297OpPT",FALSE,0,NA,2020-02-12T23:47:20Z,FALSE,NA,1227741003567816704,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",LeonidKotlyar,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years - Bitcoinist https://t.co/JtnsVqwVrc https://t.co/Tt74bxV3dH",FALSE,0,NA,2020-02-12T23:43:05Z,FALSE,NA,1227739935278370816,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",ronmc1,0,FALSE,FALSE,NA,NA
"BITCOIN, S&amp;P500, TREASURY NOTES: WHICH MADE THE HIGHEST PROFIT IN 5 YEARS https://t.co/p1CirAg9IG #crypto #bitcoin #finance #fintech",FALSE,3,NA,2020-02-12T23:41:20Z,FALSE,NA,1227739493727375361,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cryptocointalk,0,FALSE,FALSE,NA,NA
S&amp;P500 quite like Nasdaq and made a new ATH. RSI 68 is high but not as stretched as Nasdaq. Space to top Bollinger.… https://t.co/FaXVOFVdWo,FALSE,1,NA,2020-02-12T23:38:50Z,TRUE,NA,1227738863755501569,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wheeliedealer,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/4yNUWLbofe",FALSE,0,NA,2020-02-12T23:37:48Z,FALSE,NA,1227738606711771136,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",somsirsa,0,FALSE,FALSE,NA,NA
Oh on DOW if Oil rises that could take DOW higher (and probably my S&amp;P500 Long as well  :-) ...). Nasdaq Comp small… https://t.co/um9e35Jm5h,FALSE,1,NA,2020-02-12T23:36:02Z,TRUE,NA,1227738162459500544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wheeliedealer,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/fHmdFw7hB9 https://t.co/PIfXleB2lL",FALSE,1,NA,2020-02-12T23:31:02Z,FALSE,NA,1227736903425773568,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",cryptcurnews,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/iyqTo2bR4P #Crypto #Currency https://t.co/GV6T8S0v0s",FALSE,0,NA,2020-02-12T23:29:32Z,FALSE,NA,1227736526466871296,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",TehminaZaman,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/qwMCrlbaoA",FALSE,0,NA,2020-02-12T23:27:44Z,FALSE,NA,1227736070135144453,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",BitnewsL,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/stXq8P0ERu #bitcoin https://t.co/T8PIFsbo0K",FALSE,0,NA,2020-02-12T23:26:02Z,FALSE,NA,1227735643641516035,NA,"<a href=""https://thebitcoinstreetjournal.com"" rel=""nofollow"">BSJJournal</a>",BTCstJournal,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/KVadQjj9Cn via @NewsNowUK",FALSE,1,NA,2020-02-12T23:23:13Z,FALSE,NA,1227734935865364482,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CDUBXRP,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years 
https://t.co/R6zE1AIoov 

James Todaro,… https://t.co/dzdl7mud2o",FALSE,1,NA,2020-02-12T23:23:04Z,TRUE,NA,1227734896455507968,NA,"<a href=""https://cryptopost.net/"" rel=""nofollow"">Wordpress same post app </a>",crypto_PST,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/gCGwyWchAi  #XBT #BTC #Bitcoin",FALSE,0,NA,2020-02-12T23:21:22Z,FALSE,NA,1227734470708649985,NA,"<a href=""http://xbt.money"" rel=""nofollow"">mpatbit</a>",xbtmoney,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years - https://t.co/0pLZLzjB5I
 #bitcoin #btc… https://t.co/H9KIObLah6",FALSE,1,NA,2020-02-12T23:18:55Z,TRUE,NA,1227733852103331841,NA,"<a href=""http://thebitcoinnews.com"" rel=""nofollow"">The Bitcoin News</a>",TheBitcoinNews,0,FALSE,FALSE,NA,NA
"Crypto Panic: Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/xHtaGT5G8M 🙋 1… https://t.co/uuwHwD18O5",FALSE,0,NA,2020-02-12T23:18:36Z,TRUE,NA,1227733773984260096,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",CryptoTraderPro,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/qXLxaFM8L2 #Bitcoin #News… https://t.co/zkKGTRqHrg",FALSE,0,NA,2020-02-12T23:15:08Z,TRUE,NA,1227732900252045312,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",TokenJay,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/9umpHIvcDd https://t.co/1NEF9DMOK3",FALSE,0,NA,2020-02-12T23:15:08Z,FALSE,NA,1227732899778007041,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",BullsBlockchain,0,FALSE,FALSE,NA,NA
"James Todaro, managing partner of Blocktown Capital has recently compared Blockfi’s 5 year Bitcoin interest payment… https://t.co/q01Xs6oWE7",FALSE,1,NA,2020-02-12T23:13:24Z,TRUE,NA,1227732466162655234,NA,"<a href=""https://webnow.company"" rel=""nofollow"">webnowcompany</a>",webnowcompany,0,FALSE,FALSE,NA,NA
"Bitcoin, S&amp;P500, Treasury Notes: Which Made the Highest Profit in 5 Years https://t.co/im5c8W0IDc https://t.co/gKobEDBBtR",FALSE,0,NA,2020-02-12T23:12:07Z,FALSE,NA,1227732140525158400,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",CryptoTraderPro,0,FALSE,FALSE,NA,NA
"@realDonaldTrump ‘O GREAT LEADER.

Thank you for your expert leadership in driving @DowJones @Nasdaq and @s&amp;p500 to… https://t.co/SeOeuynwkW",FALSE,0,realDonaldTrump,2020-02-12T23:07:45Z,TRUE,1227718765154045953,1227731043555434500,25073877,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ShoelessI,0,FALSE,FALSE,NA,NA
"S&amp;P500 +0.65%
Russell2000 +0.71%
SOX +1.44%
DJT +0.92%
HYG +0.26%
STOXX600 +0.63%
DAX +0.89%
FTSE +0.47%

FB +1.72%… https://t.co/AR60Qxzsq6",FALSE,0,NA,2020-02-12T22:41:25Z,TRUE,NA,1227724415040806912,NA,"<a href=""http://janetter.net/"" rel=""nofollow"">Janetter</a>",shimejimeshi,0,FALSE,FALSE,NA,NA
"RT @JFosterFM: Broad-based strength for equities o/n, US: S&amp;P500 +0.65%, DJIA +0.94%, Nasdaq +0.9%. Europe: Stoxx +0.75%, DAX +0.89%, CAC +…",FALSE,0,NA,2020-02-12T22:25:49Z,FALSE,NA,1227720490246119424,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",shaunnalk,1,TRUE,FALSE,NA,NA
"Never mind the Budget Deficit or the bollocks, here's the S&amp;P500!

For those about to rock, this is the punk moveme… https://t.co/QGufXea7fG",FALSE,0,NA,2020-02-12T22:24:05Z,TRUE,NA,1227720055015821312,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SbTcapital,0,FALSE,FALSE,NA,NA
"@PeterLBrandt 90+% of retail traders are net losers, and they are all looking at charts. It can be argued that char… https://t.co/Y0Xonu1bhc",FALSE,5,PeterLBrandt,2020-02-12T22:18:05Z,TRUE,1227661720421851139,1227718545997541376,247857712,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TH22612152,0,FALSE,FALSE,NA,NA
"RT @enlundm: 🇺🇸🌭🧢 Who actually won the Iowa caucus?

The S&amp;P500! $spy https://t.co/hNbNq8nKJ9",FALSE,0,NA,2020-02-12T22:14:38Z,FALSE,NA,1227717677403267074,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Dreesen18516498,8,TRUE,FALSE,NA,NA
"RT @enlundm: 🇺🇸🌭🧢 Who actually won the Iowa caucus?

The S&amp;P500! $spy https://t.co/hNbNq8nKJ9",FALSE,0,NA,2020-02-12T22:13:22Z,FALSE,NA,1227717357767974915,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kevinmuir,8,TRUE,FALSE,NA,NA
"[ #GAFAM ]
#Tech Companies Dominate S&amp;P 500 Index
https://t.co/HLxtgUpOkt

#Apple, #Amazon, #Alphabet, #Microsoft a… https://t.co/d6ZGSjJbIo",FALSE,0,NA,2020-02-12T22:10:55Z,TRUE,NA,1227716738751619074,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",PetiotEric,0,FALSE,FALSE,NA,NA
Coping with Market Volatility #StockMarket #Taxes #Market #Dow #Nasdaq #S&amp;P500 https://t.co/7RsNMp9xPy https://t.co/tvlXl64dNa,FALSE,0,NA,2020-02-12T22:06:35Z,FALSE,NA,1227715648710639619,NA,"<a href=""https://www.tdwealth.net"" rel=""nofollow"">Old Post Gen</a>",TDWealthNet,0,FALSE,FALSE,NA,NA
RT @StockBoardAsset: s&amp;p500 2020 eps estimates going to wrong way https://t.co/QAaOzZ0mYI,FALSE,0,NA,2020-02-12T21:50:35Z,FALSE,NA,1227711625647525888,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",phillchristou,2,TRUE,FALSE,NA,NA
New record close for the Dow and S&amp;P500 today... Winning!!! https://t.co/xJzksY8FpD,FALSE,0,NA,2020-02-12T21:49:53Z,FALSE,NA,1227711447586738181,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BMSeaton,0,FALSE,FALSE,NA,NA
"News Agencies: DOW, S&amp;P500, and NASDAQ see record highs as #COVID-19 fears ease. https://t.co/mC1xhjpBEb

Also News… https://t.co/KsDnac2zbk",FALSE,0,NA,2020-02-12T21:37:43Z,TRUE,NA,1227708386151673858,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mduench,0,FALSE,FALSE,NA,NA
But the consistent rise of the Apple share price during the term of Tim Cook forces even the most ardent of critics… https://t.co/bDl3UKhh6l,FALSE,27,VusiThembekwayo,2020-02-12T21:27:58Z,TRUE,1227705931447836672,1227705933540810754,53136959,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VusiThembekwayo,1,FALSE,FALSE,NA,NA
"Broad-based strength for equities o/n, US: S&amp;P500 +0.65%, DJIA +0.94%, Nasdaq +0.9%. Europe: Stoxx +0.75%, DAX +0.8… https://t.co/9UIVZOiwju",FALSE,1,NA,2020-02-12T21:25:14Z,TRUE,NA,1227705242470375424,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JFosterFM,1,FALSE,FALSE,NA,NA
"RT @Robert__Rennie: Sentiment remained upbeat amid optimism the coronavirus pandemic will be contained, the economic effects temporary. The…",FALSE,0,NA,2020-02-12T21:23:52Z,FALSE,NA,1227704898776596481,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PhoenixFX1,1,TRUE,FALSE,NA,NA
